02 September 2024 09:00,spanish - Section 11 pages 58 to 64 (do vocab list) - now
02 September 2024 10:00,spanish - Section 11 pages 58 to 64 (do vocab list) - 1 hour
02 September 2024 11:00,chemistry - 8.1 to 8.4 - now
02 September 2024 13:00,chemistry - 8.1 to 8.4 - 1 hour
02 September 2024 14:00,physics - 6.13 to 6.14 - now
02 September 2024 15:00,spanish - Section 10 pages 52 to 55 (do vocab list) - 1 week
02 September 2024 16:00,biology - 2.1 to 2.6 - 1 month
03 September 2024 09:00,physics - 6.13 to 6.14 - 1 hour
03 September 2024 10:00,chemistry - 7.1 to 7.7 - 1 week
03 September 2024 11:00,spanish - Section 2 pages 13 to 16(do vocab list) - 1 month
03 September 2024 13:00,spanish - Section 11 pages 58 to 64 (do vocab list) - 1 day
03 September 2024 14:00,chemistry - 2.1 to 2.3 - 1 month
03 September 2024 15:00,physics - 6.9 to 6.10 - 1 week
03 September 2024 16:00,chemistry - 8.1 to 8.4 - 1 day
05 September 2024 18:00,physics - 3.1 to 3.5 - 1 month
05 September 2024 19:00,biology - 2.7 to 2.12 - 1 month
05 September 2024 20:00,spanish - section 3 pages 17 to 19(do vocab list) - 1 month
07 September 2024 18:00,chemistry - 2.4 to 2.6 - 1 month
07 September 2024 19:00,physics - 4.1 to 4.6 - 1 month
07 September 2024 20:00,biology - 2.13 to 2.18 - 1 month
08 September 2024 18:00,spanish - Section 3 pages 19 to 22(do vocab list) - 1 month
08 September 2024 19:00,chemistry - 2.7 to 2.9 - 1 month
08 September 2024 20:00,biology - 7.1 to 7.6 - 1 week
09 September 2024 18:00,spanish - Section 10 pages 55 to 57 (do vocab list) - 1 week
09 September 2024 19:00,chemistry - 7.8 to 7.12 - 1 week
09 September 2024 20:00,physics - 6.11 to 6.12 - 1 week
10 September 2024 18:00,physics - 4.7 to 4.9 - 1 month
10 September 2024 19:00,biology - 3.1 to 3.8 - 1 month
10 September 2024 20:00,spanish - Section 4 pages 24 to 27(do vocab list) - 1 month
12 September 2024 18:00,chemistry - 2.10 to 2.11 - 1 month
12 September 2024 19:00,physics - 5.1 to 5.6 - 1 month
12 September 2024 20:00,biology - 3.9 to 3.11 - 1 month
